code,code_name,code_short
sh.601156,东航物流,601156
sh.601158,重庆水务,601158
sh.601162,天风证券,601162
sh.601163,三角轮胎,601163
sh.601166,兴业银行,601166
sh.601168,西部矿业,601168
sh.601169,北京银行,601169
sh.601177,杭齿前进,601177
sh.601179,中国西电,601179
sh.601186,中国铁建,601186
sh.601187,厦门银行,601187
sh.601188,龙江交通,601188
sh.601198,东兴证券,601198
sh.601199,江南水务,601199
sh.601200,上海环境,601200
sh.601208,东材科技,601208
sh.601211,国泰海通,601211
sh.601212,白银有色,601212
sh.601216,君正集团,601216
sh.601218,吉鑫科技,601218
sh.601222,林洋能源,601222
sh.601225,陕西煤业,601225
sh.601226,华电科工,601226
sh.601228,广州港,601228
sh.601229,上海银行,601229
sh.601231,环旭电子,601231
sh.601233,桐昆股份,601233
sh.601236,红塔证券,601236
sh.601238,广汽集团,601238
sh.601258,*ST庞大,601258
sh.601268,*ST二重,601268
sh.601279,英利汽车,601279
sh.601288,农业银行,601288
sh.601298,青岛港,601298
sh.601299,中国北车,601299
sh.601311,骆驼股份,601311
sh.601318,中国平安,601318
sh.601319,中国人保,601319
sh.601326,秦港股份,601326
sh.601328,交通银行,601328
sh.601330,绿色动力,601330
sh.601333,广深铁路,601333
sh.601336,新华保险,601336
sh.601339,百隆东方,601339
sh.601360,三六零,601360
sh.601366,利群股份,601366
sh.601368,绿城水务,601368
sh.601369,陕鼓动力,601369
sh.601375,中原证券,601375
sh.601377,兴业证券,601377
sh.601388,怡球资源,601388
sh.601390,中国中铁,601390
sh.601398,工商银行,601398
sh.601399,国机重装,601399
sh.601456,国联民生,601456
sh.601500,通用股份,601500
sh.601512,中新集团,601512
sh.601515,衢州东峰,601515
sh.601518,吉林高速,601518
sh.601519,大智慧,601519
sh.601528,瑞丰银行,601528
sh.601555,东吴证券,601555
sh.601558,退市锐电,601558
sh.601566,九牧王,601566
sh.601567,三星电气,601567
sh.601568,北元化工,601568
sh.601577,长沙银行,601577
sh.601579,会稽山,601579
sh.601588,北辰实业,601588
sh.601595,上海电影,601595
sh.601598,中国外运,601598
sh.601599,浙文影业,601599
sh.601600,中国铝业,601600
sh.601601,中国太保,601601
sh.601606,长城军工,601606
sh.601607,上海医药,601607
sh.601608,中信重工,601608
sh.601609,金田股份,601609
sh.601611,中国核建,601611
sh.601615,明阳智能,601615
sh.601616,广电电气,601616
sh.601618,中国中冶,601618
sh.601619,嘉泽新能,601619
sh.601628,中国人寿,601628
sh.601633,长城汽车,601633
sh.601636,旗滨集团,601636
sh.601658,邮储银行,601658
sh.601665,齐鲁银行,601665
sh.601666,平煤股份,601666
sh.601668,中国建筑,601668
sh.601669,中国电建,601669
sh.601677,明泰铝业,601677
sh.601678,滨化股份,601678
sh.601686,友发集团,601686
sh.601688,华泰证券,601688
sh.601689,拓普集团,601689
sh.601696,中银证券,601696
sh.601698,中国卫通,601698
sh.601699,潞安环能,601699
sh.601700,风范股份,601700
sh.601702,华峰铝业,601702
sh.601717,中创智领,601717
sh.601718,ST际华,601718
sh.601727,上海电气,601727
sh.601728,中国电信,601728
sh.601766,中国中车,601766
sh.601777,千里科技,601777
sh.601778,晶科科技,601778
sh.601788,光大证券,601788
sh.601789,宁波建工,601789
sh.601798,蓝科高新,601798
sh.601799,星宇股份,601799
sh.601800,中国交建,601800
sh.601801,皖新传媒,601801
sh.601808,中海油服,601808
sh.601811,新华文轩,601811
sh.601816,京沪高铁,601816
sh.601818,光大银行,601818
sh.601825,沪农商行,601825
sh.601827,三峰环境,601827
sh.601828,美凯龙,601828
sh.601838,成都银行,601838
sh.601857,中国石油,601857
sh.601858,中国科传,601858
sh.601860,紫金银行,601860
sh.601865,福莱特,601865
sh.601866,中远海发,601866
sh.601868,中国能建,601868
sh.601869,长飞光纤,601869
sh.601872,招商轮船,601872
sh.601877,正泰电器,601877
sh.601878,浙商证券,601878
sh.601880,辽港股份,601880
sh.601881,中国银河,601881
sh.601882,海天精工,601882
sh.601886,江河集团,601886
sh.601888,中国中免,601888
sh.601890,亚星锚链,601890
sh.601898,中煤能源,601898
sh.601899,紫金矿业,601899
sh.601900,南方传媒,601900
sh.601901,方正证券,601901
sh.601908,京运通,601908
sh.601916,浙商银行,601916
sh.601918,新集能源,601918
sh.601919,中远海控,601919
sh.601921,浙版传媒,601921
sh.601928,凤凰传媒,601928
sh.601929,吉视传媒,601929
sh.601933,永辉超市,601933
sh.601939,建设银行,601939
sh.601949,中国出版,601949
sh.601952,苏垦农发,601952
sh.601956,东贝集团,601956
sh.601958,金钼股份,601958
sh.601963,重庆银行,601963
sh.601965,中国汽研,601965
sh.601966,玲珑轮胎,601966
sh.601968,宝钢包装,601968
sh.601969,海南矿业,601969
sh.601975,招商南油,601975
sh.601985,中国核电,601985
sh.601988,中国银行,601988
sh.601989,中国重工,601989
sh.601990,南京证券,601990
sh.601991,大唐发电,601991
sh.601992,金隅集团,601992
sh.601995,中金公司,601995
sh.601996,丰林集团,601996
sh.601997,贵阳银行,601997
sh.601998,中信银行,601998
sh.601999,出版传媒,601999
sh.603000,人民网,603000
sh.603001,奥康国际,603001
sh.603002,宏昌电子,603002
sh.603003,退市龙宇,603003
sh.603004,鼎龙科技,603004
sh.603005,晶方科技,603005
sh.603006,联明股份,603006
sh.603007,顺景科技,603007
sh.603008,ST喜临门,603008
sh.603009,北特科技,603009
sh.603010,万盛股份,603010
sh.603011,合锻智能,603011
sh.603012,创力集团,603012
sh.603013,亚普股份,603013
sh.603014,威高血净,603014
sh.603015,弘讯科技,603015
sh.603016,新宏泰,603016
sh.603017,中衡设计,603017
sh.603018,华设集团,603018
sh.603019,中科曙光,603019
sh.603020,爱普股份,603020
sh.603021,*ST华鹏,603021
sh.603022,新通联,603022
sh.603023,威帝股份,603023
sh.603025,大豪科技,603025
sh.603026,石大胜华,603026
sh.603027,千禾味业,603027
sh.603028,赛福天,603028
sh.603029,天鹅股份,603029
sh.603030,全筑股份,603030
sh.603031,安孚科技,603031
sh.603032,德新科技,603032
sh.603033,三维股份,603033
sh.603035,常熟汽饰,603035
sh.603036,如通股份,603036
sh.603037,凯众股份,603037
sh.603038,华立股份,603038
sh.603039,泛微网络,603039
sh.603040,新坐标,603040
sh.603041,美思德,603041
sh.603042,华脉科技,603042
sh.603043,广州酒家,603043
sh.603045,福达合金,603045
sh.603048,浙江黎明,603048
sh.603049,中策橡胶,603049
sh.603050,科林电气,603050
sh.603051,鹿山新材,603051
sh.603052,可川科技,603052
sh.603053,成都燃气,603053
sh.603055,台华新材,603055
sh.603056,德邦股份,603056
sh.603057,紫燕食品,603057
sh.603058,永吉股份,603058
sh.603059,倍加洁,603059
sh.603060,国检集团,603060
sh.603061,金海通,603061
sh.603062,麦加芯彩,603062
sh.603063,禾望电气,603063
sh.603065,宿迁联盛,603065
sh.603066,音飞储存,603066
sh.603067,振华股份,603067
sh.603068,博通集成,603068
sh.603069,海汽集团,603069
sh.603070,万控智造,603070
sh.603071,物产环能,603071
sh.603072,天和磁材,603072
sh.603073,彩蝶实业,603073
sh.603075,热威股份,603075
sh.603076,乐惠国际,603076
sh.603077,和邦生物,603077
sh.603078,江化微,603078
sh.603079,圣达生物,603079
sh.603080,新疆火炬,603080
sh.603081,大丰实业,603081
sh.603082,北自科技,603082
sh.603083,剑桥科技,603083
sh.603085,天成自控,603085
sh.603086,先达股份,603086
sh.603087,甘李药业,603087
sh.603088,宁波精达,603088
sh.603089,正裕工业,603089
sh.603090,宏盛股份,603090
sh.603091,众鑫股份,603091
sh.603092,德力佳,603092
sh.603093,南华期货,603093
sh.603095,越剑智能,603095
sh.603096,新经典,603096
sh.603097,江苏华辰,603097
sh.603098,森特股份,603098
sh.603099,长白山,603099
sh.603100,川仪股份,603100
sh.603101,汇嘉时代,603101
sh.603102,百合股份,603102
sh.603103,横店影视,603103
sh.603105,芯能科技,603105
sh.603106,恒银科技,603106
sh.603107,上海汽配,603107
sh.603108,润达医疗,603108
sh.603109,神驰机电,603109
sh.603110,东方材料,603110
sh.603111,康尼机电,603111
sh.603112,华翔股份,603112
sh.603113,金能科技,603113
sh.603115,海星股份,603115
sh.603116,红蜻蜓,603116
sh.603117,万林物流,603117
sh.603118,共进股份,603118
sh.603119,浙江荣泰,603119
sh.603120,肯特催化,603120
sh.603121,华培动力,603121
sh.603122,合富中国,603122
sh.603123,翠微股份,603123
sh.603124,江南新材,603124
sh.603125,常青科技,603125
sh.603126,中材节能,603126
sh.603127,昭衍新药,603127
sh.603128,华贸物流,603128
sh.603129,春风动力,603129
sh.603130,云中马,603130
sh.603131,上海沪工,603131
sh.603132,金徽股份,603132
sh.603133,退市碳元,603133
sh.603135,中重科技,603135
sh.603136,天目湖,603136
sh.603137,恒尚节能,603137
sh.603138,海量数据,603138
sh.603139,康惠股份,603139
sh.603150,万朗磁塑,603150
sh.603151,邦基科技,603151
sh.603153,上海建科,603153
sh.603155,新亚强,603155
sh.603156,养元饮品,603156
sh.603157,退市拉夏,603157
sh.603158,腾龙股份,603158
sh.603159,上海亚虹,603159
sh.603160,汇顶科技,603160
sh.603161,科华控股,603161
sh.603162,海通发展,603162
sh.603163,圣晖集成,603163
sh.603165,荣晟环保,603165
sh.603166,福达股份,603166
sh.603167,渤海轮渡,603167
sh.603168,莎普爱思,603168
sh.603169,兰石重装,603169
sh.603170,宝立食品,603170
sh.603171,税友股份,603171
sh.603172,万丰股份,603172
sh.603173,福斯达,603173
sh.603175,超颖电子,603175
sh.603176,汇通集团,603176
sh.603177,德创环保,603177
sh.603178,圣龙股份,603178
sh.603179,新泉股份,603179
sh.603180,金牌家居,603180
sh.603181,皇马科技,603181
sh.603182,嘉华股份,603182
sh.603183,建研院,603183
sh.603185,弘元绿能,603185
sh.603186,华正新材,603186
sh.603187,海容冷链,603187
sh.603188,亚邦股份,603188
sh.603189,*ST网达,603189
sh.603190,亚通精工,603190
sh.603191,望变电气,603191
sh.603192,汇得科技,603192
sh.603193,润本股份,603193
sh.603194,中力股份,603194
sh.603195,公牛集团,603195
sh.603196,璞源材料,603196
sh.603197,保隆科技,603197
sh.603198,迎驾贡酒,603198
sh.603199,九华旅游,603199
sh.603200,上海洗霸,603200
sh.603201,常润股份,603201
sh.603202,天有为,603202
sh.603203,快克智能,603203
sh.603205,健尔康,603205
sh.603206,嘉环科技,603206
sh.603207,小方制药,603207
sh.603208,江山欧派,603208
sh.603209,兴通股份,603209
sh.603210,泰鸿万立,603210
sh.603211,晋拓股份,603211
sh.603212,赛伍技术,603212
sh.603213,镇洋发展,603213
sh.603214,爱婴室,603214
sh.603215,比依股份,603215
sh.603216,梦天家居,603216
sh.603217,元利科技,603217
sh.603218,日月股份,603218
sh.603219,富佳股份,603219
sh.603220,中贝通信,603220
sh.603221,爱丽家居,603221
sh.603222,济民健康,603222
sh.603223,恒通股份,603223
sh.603225,新凤鸣,603225
sh.603226,菲林格尔,603226
sh.603227,雪峰科技,603227
sh.603228,景旺电子,603228
sh.603229,奥翔药业,603229
sh.603230,内蒙新华,603230
sh.603231,索宝蛋白,603231
sh.603232,格尔软件,603232
sh.603233,大参林,603233
sh.603235,天新药业,603235
sh.603236,移远通信,603236
sh.603237,五芳斋,603237
sh.603238,诺邦股份,603238
sh.603239,浙江仙通,603239
sh.603248,锡华科技,603248
sh.603255,鼎际得,603255
sh.603256,宏和科技,603256
sh.603257,中国瑞林,603257
sh.603258,电魂网络,603258
sh.603259,药明康德,603259
sh.603260,合盛硅业,603260
sh.603261,*ST立航,603261
sh.603262,技源集团,603262
sh.603266,天龙股份,603266
sh.603267,鸿远电子,603267
sh.603268,松发股份,603268
sh.603269,海鸥股份,603269
sh.603270,金帝股份,603270
sh.603271,永杰新材,603271
sh.603272,*ST联翔,603272
sh.603273,天元智能,603273
sh.603275,众辰科技,603275
sh.603276,恒兴新材,603276
sh.603277,银都股份,603277
sh.603278,大业股份,603278
sh.603279,景津装备,603279
sh.603280,南方路机,603280
sh.603281,江瀚新材,603281
sh.603282,亚光股份,603282
sh.603283,赛腾股份,603283
sh.603284,林平发展,603284
sh.603285,键邦股份,603285
sh.603286,日盈电子,603286
sh.603288,海天味业,603288
sh.603289,泰瑞机器,603289
sh.603290,斯达半导,603290
sh.603291,联合水务,603291
sh.603293,埃泰克,603293
sh.603296,华勤技术,603296
sh.603297,永新光学,603297
sh.603298,杭叉集团,603298
sh.603299,苏盐井神,603299
sh.603300,海南华铁,603300
sh.603301,振德医疗,603301
sh.603303,得邦照明,603303
sh.603305,旭升集团,603305
sh.603306,华懋科技,603306
sh.603307,扬州金泉,603307
sh.603308,应流股份,603308
sh.603309,维力医疗,603309
sh.603310,巍华新材,603310
sh.603311,金海高科,603311
sh.603312,西典新能,603312
sh.603313,梦百合,603313
sh.603315,福鞍股份,603315
sh.603316,诚邦股份,603316
sh.603317,天味食品,603317
sh.603318,水发燃气,603318
sh.603319,美湖股份,603319
sh.603320,迪贝电气,603320
sh.603321,梅轮电梯,603321
sh.603322,超讯通信,603322
sh.603323,苏农银行,603323
sh.603324,盛剑科技,603324
sh.603325,博隆技术,603325
sh.603326,我乐家居,603326
sh.603327,福蓉科技,603327
sh.603328,依顿电子,603328
sh.603329,上海雅仕,603329
sh.603330,天洋新材,603330
sh.603331,百达精工,603331
sh.603332,苏州龙杰,603332
sh.603333,尚纬股份,603333
sh.603334,丰倍生物,603334
sh.603335,迪生力,603335
sh.603336,宏辉果蔬,603336
sh.603337,杰克科技,603337
sh.603338,浙江鼎力,603338
sh.603339,四方科技,603339
sh.603341,龙旗科技,603341
sh.603344,星德胜,603344
sh.603345,安井食品,603345
sh.603348,文灿股份,603348
sh.603350,安乃达,603350
sh.603351,威尔药业,603351
sh.603352,至信股份,603352
sh.603353,和顺石油,603353
sh.603355,莱克电气,603355
sh.603356,华菱精工,603356
sh.603357,设计总院,603357
sh.603358,华达科技,603358
sh.603359,*ST东珠,603359
sh.603360,百傲化学,603360
sh.603363,傲农生物,603363
sh.603365,水星家纺,603365
sh.603366,日出东方,603366
sh.603367,辰欣药业,603367
sh.603368,柳药集团,603368
sh.603369,今世缘,603369
sh.603370,华新精科,603370
sh.603373,安邦护卫,603373
sh.603375,盛景微,603375
sh.603376,大明电子,603376
sh.603377,ST东时,603377
sh.603378,*ST亚士,603378
sh.603379,三美股份,603379
sh.603380,易德龙,603380
sh.603381,永臻股份,603381
sh.603382,海阳科技,603382
sh.603383,顶点软件,603383
sh.603385,惠达卫浴,603385
sh.603386,骏亚科技,603386
sh.603387,基蛋生物,603387
sh.603388,*ST元成,603388
sh.603389,*ST亚振,603389
sh.603390,通达电气,603390
sh.603391,力聚热能,603391
sh.603392,万泰生物,603392
sh.603393,新天然气,603393
sh.603395,红四方,603395
sh.603396,金辰股份,603396
sh.603398,*ST沐邦,603398
sh.603399,永杉锂业,603399
sh.603400,华之杰,603400
sh.603402,陕西旅游,603402
sh.603406,天富龙,603406
sh.603407,长裕集团,603407
sh.603408,建霖家居,603408
sh.603409,汇通控股,603409
sh.603416,信捷电气,603416
sh.603418,友升股份,603418
sh.603421,鼎信通讯,603421
sh.603429,*ST集友,603429
sh.603439,三力制药,603439
sh.603444,吉比特,603444
sh.603456,九洲药业,603456
sh.603458,勘设股份,603458
sh.603459,红板科技,603459
sh.603466,风语筑,603466
sh.603477,巨星农牧,603477
sh.603486,科沃斯,603486
sh.603488,展鹏科技,603488
sh.603489,八方股份,603489
sh.603496,恒为科技,603496
sh.603499,翔港科技,603499
sh.603500,祥和实业,603500
sh.603501,豪威集团,603501
sh.603505,金石资源,603505
sh.603506,南都物业,603506
sh.603507,振江股份,603507
sh.603508,思维列控,603508
sh.603511,爱慕股份,603511
sh.603515,欧普照明,603515
sh.603516,淳中科技,603516
sh.603517,ST绝味,603517
sh.603518,锦泓集团,603518
sh.603519,立霸股份,603519
sh.603520,司太立,603520
sh.603527,众源新材,603527
sh.603528,多伦科技,603528
sh.603529,爱玛科技,603529
sh.603530,神马电力,603530
sh.603533,掌阅科技,603533
sh.603535,嘉诚国际,603535
sh.603536,惠发食品,603536
sh.603538,美诺华,603538
sh.603551,奥普科技,603551
sh.603555,ST贵人,603555
sh.603556,海兴电力,603556
sh.603557,*ST起步,603557
sh.603558,健盛集团,603558
sh.603559,ST通脉,603559
sh.603565,中谷物流,603565
sh.603566,普莱柯,603566
sh.603567,珍宝岛,603567
sh.603568,伟明环保,603568
sh.603569,长久物流,603569
sh.603577,汇金通,603577
sh.603578,三星新材,603578
sh.603579,荣泰健康,603579
sh.603580,*ST艾艾,603580
sh.603583,捷昌驱动,603583
sh.603585,苏利股份,603585
sh.603586,金麒麟,603586
sh.603587,地素时尚,603587
sh.603588,高能环境,603588
sh.603589,口子窖,603589
sh.603590,康辰药业,603590
sh.603595,ST东尼,603595
sh.603596,伯特利,603596
sh.603598,引力传媒,603598
sh.603599,广信股份,603599
sh.603600,永艺股份,603600
sh.603601,再升科技,603601
sh.603602,纵横通信,603602
sh.603603,退市博天,603603
sh.603605,珀莱雅,603605
sh.603606,东方电缆,603606
sh.603607,京华激光,603607
sh.603608,天创时尚,603608
sh.603609,禾丰股份,603609
sh.603610,麒盛科技,603610
sh.603611,诺力股份,603611
sh.603612,索通发展,603612
sh.603613,国联股份,603613
sh.603615,茶花股份,603615
sh.603616,韩建河山,603616
sh.603617,君禾股份,603617
sh.603618,杭电股份,603618
sh.603619,中曼石油,603619
sh.603626,科森科技,603626
sh.603628,清源股份,603628
sh.603629,利通电子,603629
sh.603630,拉芳家化,603630
sh.603633,徕木股份,603633
sh.603636,南威软件,603636
sh.603637,镇海股份,603637
sh.603638,艾迪精密,603638
sh.603639,海利尔,603639
sh.603648,畅联股份,603648
sh.603650,彤程新材,603650
sh.603655,朗博科技,603655
sh.603656,泰禾智能,603656
sh.603657,春光科技,603657
sh.603658,安图生物,603658
sh.603659,璞泰来,603659
sh.603660,苏州科达,603660
sh.603661,恒林股份,603661
sh.603662,柯力传感,603662
sh.603663,三祥新材,603663
sh.603665,康隆达,603665
sh.603666,亿嘉和,603666
sh.603667,五洲新春,603667
sh.603668,天马科技,603668
sh.603669,灵康药业,603669
sh.603676,卫信康,603676
sh.603677,奇精机械,603677
sh.603678,火炬电子,603678
sh.603679,华体科技,603679
sh.603680,今创集团,603680
sh.603681,永冠新材,603681
sh.603682,锦和商管,603682
sh.603683,晶华新材,603683
sh.603685,晨丰科技,603685
sh.603686,福龙马,603686
sh.603687,大胜达,603687
sh.603688,石英股份,603688
sh.603689,皖天然气,603689
sh.603690,至纯科技,603690
sh.603693,江苏新能,603693
sh.603696,安记食品,603696
sh.603697,有友食品,603697
sh.603698,航天工程,603698
sh.603699,纽威股份,603699
sh.603700,宁水集团,603700
sh.603701,德宏股份,603701
sh.603703,盛洋科技,603703
sh.603706,东方环宇,603706
sh.603707,健友股份,603707
sh.603708,家家悦,603708
sh.603709,中源家居,603709
sh.603711,香飘飘,603711
sh.603712,七一二,603712
sh.603713,密尔克卫,603713
sh.603716,塞力医疗,603716
sh.603717,天域生物,603717
sh.603718,*ST海利,603718
sh.603719,良品铺子,603719
sh.603721,*ST天择,603721
sh.603722,阿科力,603722
sh.603725,天安新材,603725
sh.603726,朗迪集团,603726
sh.603727,博迈科,603727
sh.603728,鸣志电器,603728
sh.603729,ST龙韵,603729
sh.603730,岱美股份,603730
sh.603733,仙鹤股份,603733
sh.603737,三棵树,603737
sh.603738,泰晶科技,603738
sh.603739,蔚蓝生物,603739
sh.603755,日辰股份,603755
sh.603757,大元泵业,603757
sh.603758,秦安股份,603758
sh.603759,海天股份,603759
sh.603766,隆鑫通用,603766
sh.603767,中马传动,603767
sh.603768,常青股份,603768
sh.603773,沃格光电,603773
sh.603776,永安行,603776
sh.603777,来伊份,603777
sh.603778,国晟科技,603778
sh.603779,威龙股份,603779
sh.603786,科博达,603786
sh.603787,新日股份,603787
sh.603788,宁波高发,603788
sh.603789,*ST星农,603789
sh.603790,雅运股份,603790
sh.603797,联泰环保,603797
sh.603798,康普顿,603798
sh.603799,华友钴业,603799
sh.603800,洪田股份,603800
sh.603801,志邦家居,603801
sh.603803,瑞斯康达,603803
sh.603806,福斯特,603806
sh.603808,歌力思,603808
sh.603809,豪能股份,603809
sh.603810,丰山集团,603810
sh.603811,诚意药业,603811
sh.603813,*ST原尚,603813
sh.603815,交建股份,603815
sh.603816,顾家家居,603816
sh.603817,海峡环保,603817
sh.603818,曲美家居,603818
sh.603819,神力股份,603819
sh.603822,ST嘉澳,603822
sh.603823,百合花,603823
sh.603825,ST华扬,603825
sh.603826,坤彩科技,603826
sh.603828,*ST利达,603828
sh.603829,洛凯股份,603829
sh.603833,欧派家居,603833
sh.603836,海程邦达,603836
sh.603838,*ST四通,603838
sh.603839,安正时尚,603839
sh.603843,*ST正平,603843
sh.603848,好太太,603848
sh.603855,华荣股份,603855
sh.603856,东宏股份,603856
sh.603858,步长制药,603858
sh.603859,能科科技,603859
sh.603860,中公高科,603860
sh.603861,白云电器,603861
sh.603863,松炀资源,603863
sh.603866,桃李面包,603866
sh.603867,新化股份,603867
sh.603868,飞科电器,603868
sh.603869,ST智知,603869
sh.603871,嘉友国际,603871
sh.603876,鼎胜新材,603876
sh.603877,太平鸟,603877
sh.603878,武进不锈,603878
sh.603879,永悦科技,603879
sh.603880,南卫股份,603880
sh.603881,数据港,603881
sh.603882,金域医学,603882
sh.603883,老百姓,603883
sh.603885,吉祥航空,603885
sh.603886,元祖股份,603886
sh.603887,城地香江,603887
sh.603888,新华网,603888
sh.603889,新澳股份,603889
sh.603890,春秋电子,603890
sh.603893,瑞芯微,603893
sh.603895,天永智能,603895
sh.603896,寿仙谷,603896
sh.603897,长城科技,603897
sh.603898,好莱客,603898
sh.603899,晨光股份,603899
sh.603900,莱绅通灵,603900
sh.603901,永创智能,603901
sh.603903,中持股份,603903
sh.603906,龙蟠科技,603906
sh.603908,牧高笛,603908
sh.603909,建发合诚,603909
sh.603912,佳力图,603912
sh.603915,国茂股份,603915
sh.603916,苏博特,603916
sh.603917,合力科技,603917
sh.603918,金桥信息,603918
sh.603919,金徽酒,603919
sh.603920,世运电路,603920
sh.603922,ST金鸿顺,603922
sh.603926,铁流股份,603926
sh.603927,中科软,603927
sh.603928,兴业股份,603928
sh.603929,亚翔集成,603929
sh.603931,格林达,603931
sh.603933,睿能科技,603933
sh.603936,博敏电子,603936
sh.603937,丽岛新材,603937
sh.603938,三孚股份,603938
sh.603939,益丰药房,603939
sh.603948,建业股份,603948
sh.603949,雪龙集团,603949
sh.603950,长源东谷,603950
sh.603955,大千生态,603955
sh.603956,威派格,603956
sh.603958,哈森股份,603958
sh.603959,ST百利,603959
sh.603960,克来机电,603960
sh.603963,*ST大药,603963
sh.603966,法兰泰克,603966
sh.603967,中创物流,603967
sh.603968,醋化股份,603968
sh.603969,银龙股份,603969
sh.603970,中农立华,603970
sh.603976,正川股份,603976
sh.603977,国泰集团,603977
sh.603978,深圳新星,603978
sh.603979,金诚信,603979
sh.603980,吉华集团,603980
sh.603982,泉峰汽车,603982
sh.603983,丸美生物,603983
sh.603985,恒润股份,603985
sh.603986,兆易创新,603986
sh.603987,康德莱,603987
sh.603988,中电电机,603988
sh.603989,艾华集团,603989
sh.603990,麦迪科技,603990
sh.603991,至正股份,603991
sh.603992,松霖科技,603992
sh.603993,洛阳钼业,603993
sh.603995,甬金股份,603995
sh.603996,退市中新,603996
sh.603997,继峰股份,603997
sh.603998,方盛制药,603998
sh.603999,读者传媒,603999
sh.605001,威奥股份,605001
sh.605003,众望布艺,605003
sh.605005,合兴股份,605005
sh.605006,山东玻纤,605006
sh.605007,五洲特纸,605007
sh.605008,长鸿高科,605008
sh.605009,豪悦护理,605009
sh.605011,杭州热电,605011
sh.605016,百龙创园,605016
sh.605018,长华集团,605018
sh.605020,永和股份,605020
sh.605028,世茂能源,605028
sh.605033,美邦股份,605033
sh.605050,福然德,605050
sh.605055,迎丰股份,605055
sh.605056,咸亨国际,605056
sh.605058,澳弘电子,605058
sh.605060,联德股份,605060
sh.605066,天正电气,605066
sh.605068,明新旭腾,605068
sh.605069,正和生态,605069
sh.605077,华康股份,605077
sh.605080,浙江自然,605080
sh.605081,*ST太和,605081
sh.605086,龙高股份,605086
sh.605088,冠盛股份,605088
sh.605089,味知香,605089
sh.605090,九丰能源,605090
sh.605098,行动教育,605098
sh.605099,共创草坪,605099
sh.605100,华丰股份,605100
sh.605108,同庆楼,605108
sh.605111,新洁能,605111
sh.605116,奥锐特,605116
sh.605117,德业股份,605117
sh.605118,力鼎光电,605118
sh.605122,四方新材,605122
sh.605123,派克新材,605123
sh.605128,上海沿浦,605128
sh.605133,嵘泰股份,605133
sh.605136,丽人丽妆,605136
sh.605138,盛泰集团,605138
sh.605151,西上海,605151
sh.605155,西大门,605155
sh.605158,华达新材,605158
sh.605162,新中港,605162
sh.605166,聚合顺,605166
sh.605167,利柏特,605167
sh.605168,三人行,605168
sh.605169,洪通燃气,605169
sh.605177,东亚药业,605177
sh.605178,时空科技,605178
sh.605179,一鸣食品,605179
sh.605180,华生科技,605180
sh.605183,确成股份,605183
sh.605186,健麾信息,605186
sh.605188,国光连锁,605188
sh.605189,富春染织,605189
sh.605196,华通线缆,605196
sh.605198,安德利,605198
sh.605199,ST葫芦娃,605199
sh.605208,永茂泰,605208
sh.605218,伟时电子,605218
sh.605222,起帆电缆,605222
sh.605228,神通科技,605228
sh.605255,天普股份,605255
sh.605258,协和电子,605258
sh.605259,绿田机械,605259
sh.605266,健之佳,605266
sh.605268,王力安防,605268
sh.605277,新亚电子,605277
sh.605286,同力天启,605286
sh.605287,德才股份,605287
sh.605288,凯迪股份,605288
sh.605289,罗曼股份,605289
sh.605296,神农集团,605296
sh.605298,必得科技,605298
sh.605299,舒华体育,605299
sh.605300,佳禾食品,605300
sh.605303,园林股份,605303
sh.605305,中际联合,605305
sh.605318,法狮龙,605318
sh.605319,无锡振华,605319
sh.605333,沪光股份,605333
sh.605336,*ST帅电,605336
sh.605337,李子园,605337
sh.605338,巴比食品,605338
sh.605339,南侨食品,605339
sh.605358,立昂微,605358
sh.605365,立达信,605365
sh.605366,宏柏新材,605366
sh.605368,蓝天燃气,605368
sh.605369,拱东医疗,605369
sh.605376,博迁新材,605376
sh.605377,华旺科技,605377
sh.605378,野马电池,605378
sh.605388,均瑶健康,605388
sh.605389,长龄液压,605389
sh.605398,新炬网络,605398
sh.605399,晨光新材,605399
sh.605488,福莱新材,605488
sh.605499,东鹏饮料,605499
sh.605500,森林包装,605500
sh.605507,国邦医药,605507
sh.605555,德昌股份,605555
sh.605566,福莱蒽特,605566
sh.605567,春雪食品,605567
sh.605577,龙版传媒,605577
sh.605580,恒盛能源,605580
sh.605588,冠石科技,605588
sh.605589,圣泉集团,605589
sh.605598,上海港湾,605598
sh.605599,菜百股份,605599
sh.688001,华兴源创,688001
sh.688002,睿创微纳,688002
sh.688003,天准科技,688003
sh.688004,博汇科技,688004
sh.688005,容百科技,688005
sh.688006,杭可科技,688006
sh.688007,光峰科技,688007
sh.688008,澜起科技,688008
sh.688009,中国通号,688009
sh.688010,福光股份,688010
sh.688011,新光光电,688011
sh.688012,中微公司,688012
sh.688013,天臣医疗,688013
sh.688015,交控科技,688015
sh.688016,心脉医疗,688016
sh.688017,绿的谐波,688017
sh.688018,乐鑫科技,688018
sh.688019,安集科技,688019
sh.688020,方邦股份,688020
sh.688021,奥福科技,688021
sh.688022,ST瀚川,688022
sh.688023,安恒信息,688023
sh.688025,杰普特,688025
sh.688026,洁特生物,688026
sh.688027,国盾量子,688027
sh.688028,沃尔德,688028
sh.688029,南微医学,688029
sh.688030,山石网科,688030
sh.688031,星环科技,688031
sh.688032,禾迈股份,688032
sh.688033,*ST天宜,688033
sh.688035,德邦科技,688035
sh.688036,传音控股,688036
